artist,track,track_id,danceability,energy,key,loudness,tempo,popularity
Coldplay,Orphans,4cUpJkAYVyJ6OR6f7dYTzb,0.503,0.808,11.0,-5.051,107.973,28
Coldplay,Èkó,2xH25Fv8hXL9coCyCJEVX3,0.341,0.365,7.0,-13.871,182.995,12
Coldplay,Cry Cry Cry,60cpogZMcBJo6gryiyIzB1,0.491,0.262,8.0,-10.458,204.52,15
Coldplay,Old Friends,0yLy5ps68NaqSu2gjQgBzf,0.476,0.18,5.0,-17.499,134.025,22
Coldplay,بنی آدم,2mFIMXz2JCV1v7we5Qbve7,0.393,0.301,7.0,-20.428,140.438,11
Coldplay,Champion Of The World,2GXbkOYI1HuSqk95wIcnm8,0.503,0.594,7.0,-7.095,108.9,10
Coldplay,Everyday Life,3pSR6gudZ1UTltAeeZ7UDq,0.512,0.452,2.0,-8.991,124.103,25
Coldplay,Flags,4S2lJPZBoyl28MilRBgxgb,0.55,0.796,7.0,-7.262,89.876,11
Coldplay,Sunrise,6Tb7Zfo4PcSiS4TqQ4NnTh,0.146,0.216,9.0,-12.302,78.045,60
Coldplay,Church,1e8D1BCD2afT56Km7UahpB,0.449,0.736,11.0,-6.98,123.973,53
Coldplay,Trouble In Town,45PqOIkZ9PdCjsCJQYzx9G,0.595,0.315,2.0,-11.456,96.018,51
Coldplay,BrokEn,1cXXhzPnbrXjNQYbLdUJdy,0.55,0.271,5.0,-11.836,130.151,49
Coldplay,Daddy,3pcPPhPAiurm2Ior11SHrz,0.633,0.18,1.0,-19.54,116.981,61
Coldplay,WOTW / POTP,7jib2tJjQ82kTIZZATMvAK,0.692,0.294,10.0,-15.483,133.686,48
Coldplay,Arabesque,0ZlVUhjO8c0bOx1D2Btznf,0.401,0.834,7.0,-7.727,172.009,60
Coldplay,When I Need A Friend,0UvUivL70eDwhTWBd8S38I,0.141,0.28,1.0,-18.225,64.501,48
Coldplay,Guns,6VzRvCbolqcUswaSPm48rI,0.475,0.565,10.0,-8.336,85.25,46
Coldplay,Orphans,03T4ttRCiLXST6MZjeMwmR,0.503,0.808,11.0,-5.051,107.973,68
Coldplay,Èkó,2HUtNS9qtfgWbnaagK6AAe,0.341,0.365,7.0,-13.871,182.995,49
Coldplay,Cry Cry Cry,4Kwhm5VU4huxmQtBqd1AXo,0.491,0.262,8.0,-10.458,204.52,53
Coldplay,Old Friends,3E3zYgQul8EaJioNvD2tv9,0.476,0.18,5.0,-17.499,134.025,59
Coldplay,بنی آدم,6DGzLNiawTtntC9NHzeMeY,0.393,0.301,7.0,-20.428,140.438,50
Coldplay,Champion Of The World,6mf7BNgXs8JipPr2QILnyN,0.503,0.594,7.0,-7.095,108.9,61
Coldplay,Everyday Life,0h9fnCSnbUgOEgibnQByFv,0.512,0.452,2.0,-8.991,124.103,65
Coldplay,Sunrise,7IPLwgQEPGCv7fqrjQgPH0,0.146,0.216,9.0,-12.302,78.045,0
Coldplay,Church,3PuUxuYfvHRlLFWgmkgpt2,0.449,0.736,11.0,-6.98,123.973,0
Coldplay,Trouble in Town,5kqQ9HZ38KtKQcM73sWtCb,0.603,0.308,2.0,-11.442,96.032,0
Coldplay,BrokEn,4RxJd62u52ithoDKnHRTt7,0.55,0.271,5.0,-11.836,130.151,0
Coldplay,Daddy,2tAkHBYe5zKzROZQtXqTBk,0.633,0.18,1.0,-19.54,116.981,0
Coldplay,WOTW / POTP,6c1YV0MLqhEB4luL5hePjd,0.692,0.294,10.0,-15.483,133.686,0
Coldplay,Arabesque,0kIB7BlbS5qhCxqGtSFzqL,0.403,0.836,7.0,-7.734,172.024,0
Coldplay,When I Need A Friend,1Au0AfjHschxgbrrE7RiXp,0.141,0.28,1.0,-18.225,64.501,0
Coldplay,Guns,6M9qQHqsnVAEm2vmrG0yJE,0.458,0.562,10.0,-8.446,131.384,0
Coldplay,Orphans,7k4Kcq9xg95ycO1xBaDnG5,0.503,0.808,11.0,-5.051,107.973,0
Coldplay,Èkó,3arRw9BEDY6iPXMgDa5rJd,0.341,0.365,7.0,-13.871,182.995,0
Coldplay,Cry Cry Cry,64SVLlAArJdyPs9HNnogBq,0.491,0.262,8.0,-10.458,204.52,0
Coldplay,Old Friends,3iYewuUoFdgvpybxGEttuO,0.476,0.18,5.0,-17.499,134.025,0
Coldplay,بنی آدم,6tAo3PZfnVYQXTHhi892oT,0.393,0.301,7.0,-20.428,140.438,0
Coldplay,Champion Of The World,1eaKTfqVPBhTdYYZQ248K1,0.503,0.594,7.0,-7.095,108.9,21
Coldplay,Everyday Life,3noPoL4ljzpWy0S0yTivTW,0.512,0.452,2.0,-8.991,124.103,0
Coldplay,Flags,4cj1MthCURAIJjTiXWGhCD,0.55,0.796,7.0,-7.262,89.876,0
Coldplay,Sunrise,2HQAeoYBn8H72Jo6UyKt6G,0.146,0.216,9.0,-12.302,78.045,18
Coldplay,Church,3eJUFA6IF9YqXstE1hd3GQ,0.449,0.736,11.0,-6.98,123.973,18
Coldplay,Trouble in Town,54XS0PDjYnK85mMByQ03we,0.603,0.308,2.0,-11.442,96.032,19
Coldplay,BrokEn,7tB5i1UdZnzMMIJhdeXlNq,0.55,0.271,5.0,-11.836,130.151,16
Coldplay,Daddy,7kWsEOUrlBnR2ITKnqNYuo,0.633,0.18,1.0,-19.54,116.981,22
Coldplay,WOTW / POTP,0s4HHbfHJuvC25U5BQoY28,0.692,0.294,10.0,-15.483,133.686,11
Coldplay,Arabesque,1yQhKMf4RKZYv9xDtY2HYT,0.403,0.836,7.0,-7.734,172.024,19
Coldplay,When I Need A Friend,34zYBKIXJD7AO3XoygjdOm,0.141,0.28,1.0,-18.225,64.501,14
Coldplay,Guns,7c3iZEcAtEnz3Ew7qQhghi,0.458,0.562,10.0,-8.446,131.384,16
Coldplay,Orphans,6qQErqahQ4YWT841F7dV56,0.503,0.808,11.0,-5.051,107.973,17
Coldplay,Èkó,41I6D0eHongsAtJrJRaTiU,0.341,0.365,7.0,-13.871,182.995,14
Coldplay,Cry Cry Cry,4a01t5uGbImj3tqdpsXZBF,0.491,0.262,8.0,-10.458,204.52,18
Coldplay,Old Friends,71fbBfMQgUovPGfOBRK2HT,0.476,0.18,5.0,-17.499,134.025,13
Coldplay,بنی آدم,7EfEimN9OWxbCKvv2jDEXa,0.393,0.301,7.0,-20.428,140.438,14
Coldplay,Champion Of The World,2Ne9aiyDTwyPyONOdUZ3C8,0.503,0.594,7.0,-7.095,108.9,24
Coldplay,Everyday Life,3l80ChsWwZKAog5KSmcdIG,0.512,0.452,2.0,-8.991,124.103,40
Coldplay,A Head Full of Dreams - Live in Buenos Aires,5H8lr4az4Vo3LloH67yVRt,0.32,0.923,11.0,-6.33,122.756,50
Coldplay,Yellow - Live in Buenos Aires,2s2Ld1Xm7t88gSVvohNbPL,0.322,0.873,4.0,-5.818,91.033,53
Coldplay,Every Teardrop Is a Waterfall - Live in Buenos Aires,4Q0yfgpERfkp59Pf2tdI4q,0.397,0.943,9.0,-5.619,118.005,50
Coldplay,The Scientist - Live in Buenos Aires,1aZhbOdRqshLS6uPjiO8Y4,0.294,0.652,5.0,-7.314,75.335,54
Coldplay,God Put a Smile upon Your Face - Live in Buenos Aires,2q8WO601qIwLwV4DgXDCiO,0.345,0.967,1.0,-4.687,137.917,47
Coldplay,Paradise - Live in Buenos Aires,314gi4w3RdZxlocdWw0Khr,0.189,0.872,5.0,-6.616,138.661,51
Coldplay,Always in My Head - Live in Buenos Aires,0oAchaVoTWj6lXTR6f2dSU,0.46,0.771,5.0,-7.872,97.555,46
Coldplay,Magic - Live in Buenos Aires,6EqxH0njjZuuI3gFZN3Z1o,0.474,0.836,9.0,-6.547,95.544,48
Coldplay,Everglow - Live in Buenos Aires,4U5Cr41d1K6s48GAndvCdM,0.292,0.434,4.0,-8.881,154.04,48
Coldplay,Clocks - Live in Buenos Aires,4cHZ7W5R81upaIGZfqWxbB,0.448,0.907,5.0,-5.253,130.898,50
Coldplay,Midnight - Live in Buenos Aires,62OqszvOYSuonp6Buj4P74,0.359,0.768,1.0,-9.32,126.99,45
Coldplay,Charlie Brown - Live in Buenos Aires,3ksF058sVZ21EgQdRLbUyI,0.312,0.87,10.0,-6.634,138.03,49
Coldplay,Hymn for the Weekend - Live in Buenos Aires,0w6X9iRKrMyDpRRtbu4tE0,0.17,0.708,0.0,-6.997,89.641,51
Coldplay,Fix You - Live in Buenos Aires,7mGJlNOAOmJ5ptkmujg1Gv,0.256,0.625,3.0,-7.53,140.351,61
Coldplay,Viva La Vida - Live in Buenos Aires,4Y9lVjRD82aJOQ2v13UIoF,0.428,0.948,5.0,-4.655,138.015,63
Coldplay,Adventure of a Lifetime - Live in Buenos Aires,3ERJLifTcWBFNZRl6QAqEC,0.476,0.952,9.0,-5.472,111.98,50
Coldplay,De Música Ligera - Live in Buenos Aires,1aQKPnGNa5vK7aA6lTm4JS,0.196,0.937,6.0,-5.813,124.401,48
Coldplay,Colour Spectrum - Live in Buenos Aires,5MVyXzR1HARqSkQjhPrNBO,0.253,0.454,4.0,-11.742,85.508,42
Coldplay,In My Place - Live in Buenos Aires,0o7htzPrB8bP0jnyjiqUdj,0.121,0.699,9.0,-6.956,78.393,45
Coldplay,Amor Argentina - Live in Buenos Aires,1rAZrYT0Ad4F1RiDaxYknE,0.233,0.675,3.0,-8.374,134.173,41
Coldplay,Something Just like This - Live in Buenos Aires,0hreO9tj5yiYftUuVThaea,0.426,0.859,11.0,-5.866,102.913,51
Coldplay,A Sky Full of Stars - Live in Buenos Aires,1EMFnyhETKfI52uhI4baGY,0.415,0.808,6.0,-6.596,124.893,51
Coldplay,Up&Up - Live in Buenos Aires,3glegOEXSkk8HanJe7ZB08,0.108,0.82,7.0,-5.61,67.092,45
Coldplay,End Credits - Live in Buenos Aires,6c64ANGY0NfO2YMpbcJUOR,0.156,0.217,4.0,-18.429,74.901,40
Coldplay,A Head Full of Dreams,5ASbJVESIKfC2nxNA0UR46,0.307,0.92,11.0,-6.967,122.836,9
Coldplay,Yellow - Live,1HpGWJKP77s23Xc7zVdjTj,0.299,0.828,4.0,-5.659,90.993,10
Coldplay,The Scientist - Live,5yH2h98cFLM1B1DJp7uiyv,0.389,0.634,5.0,-8.391,75.219,9
Coldplay,Paradise - Live,0NoOsbBzgnh9q9lc58dJ4X,0.183,0.883,5.0,-6.382,138.909,7
Coldplay,Everglow - Live,7LUeeObmtmXOMiAHBN5Qgy,0.409,0.376,4.0,-10.806,78.552,7
Coldplay,Midnight / Charlie Brown - Live,40oSHFkxutC7q6B1VkDeHs,0.181,0.75,3.0,-9.07,134.272,6
Coldplay,Hymn for the Weekend - Live,68VpbeVBKffSR7LK7zL1Nb,0.416,0.769,0.0,-6.703,90.034,8
Coldplay,Fix You - Live,5US1KwaMM5EkH9RThcX25u,0.261,0.54,3.0,-9.173,140.11,9
Coldplay,Viva La Vida - Live,3fFH0oyosweyLnFLfUAV5h,0.451,0.905,5.0,-7.154,137.953,13
Coldplay,Adventure of a Lifetime - Live,21rlsFc8Dv1Vo5EYGkgzT2,0.506,0.935,7.0,-6.455,112.031,7
Coldplay,Us Against the World - Live,5uGINDoIem5LRsV182tl06,0.233,0.52,0.0,-9.919,111.451,5
Coldplay,Something Just like That - Live,3ljoRKFqQM2S2DMebq7ktf,0.427,0.797,11.0,-7.685,102.943,9
Coldplay,A Sky Full of Stars - Live,71P3wgiqJ2ZyaohY7UlDUk,0.375,0.747,6.0,-6.261,125.009,11
Coldplay,Up&Up - Live,3ilTIS9N6zPF5AykezFX2C,0.0973,0.779,7.0,-6.74,72.528,6
Coldplay,A Head Full of Dreams,6f49kbOuQSOsStBpyGvQfA,0.449,0.92,11.0,-4.982,122.984,68
Coldplay,Birds,3HWDWyIqWuLsTHECx9DvXF,0.559,0.841,0.0,-5.584,105.009,63
Coldplay,Hymn for the Weekend,3RiPr603aXAoi4GHyXx0uy,0.491,0.693,0.0,-6.487,90.027,84
Coldplay,Everglow,5qfZRNjt2TkHEL12r3sDEU,0.534,0.445,4.0,-9.155,146.107,69
Coldplay,Adventure of a Lifetime,69uxyAqqPIsUyTO8txoP2M,0.638,0.924,7.0,-3.887,111.995,79
Coldplay,Fun (feat. Tove Lo),7fJFDK6XjYsXcMKNHESbot,0.485,0.735,0.0,-5.125,134.021,57
Coldplay,Kaleidoscope,7IX7VAXujvcZ3e1PG7sGP7,0.288,0.285,7.0,-18.193,127.122,51
Coldplay,Army of One,4giCxIFPZNQIP4bIZM4sqH,0.387,0.659,3.0,-6.492,146.048,58
Coldplay,Amazing Day,3wtV2ifnHzirkAElgTGh63,0.451,0.636,5.0,-5.796,97.041,60
Coldplay,Colour Spectrum,3VqiD8Yvk6bKwqS1e64PHB,0.348,0.166,11.0,-20.349,123.58,51
Coldplay,Up&Up,31L9yLXSj6LpCFupyMV6CR,0.479,0.717,7.0,-5.459,163.989,69
Coldplay,A Head Full of Dreams,32kkgDF3INcwS6qs6ILplZ,0.449,0.92,11.0,-4.982,122.984,16
Coldplay,Birds,3R34ORJaGjmAcQK5sfgmQ0,0.559,0.841,0.0,-5.584,105.009,13
Coldplay,Hymn for the Weekend,3Jqgu4nVb0oQTGmObR097r,0.491,0.693,0.0,-6.487,90.027,24
Coldplay,Everglow,2eUDgLm67Itf6vEYK1L9wf,0.534,0.445,4.0,-9.155,146.107,17
Coldplay,Adventure of a Lifetime,17ZmrriLHd1RnaFBp6c7UI,0.638,0.924,7.0,-3.887,111.995,21
Coldplay,Fun (feat. Tove Lo),0SREKu7J3D8Uw7qyl2OCMb,0.485,0.735,0.0,-5.125,134.021,13
Coldplay,Kaleidoscope,0KxEJcGUaW7b6GpPNPL7gH,0.288,0.285,7.0,-18.193,127.122,9
Coldplay,Army of One,5oVHiXIQxwahhbFOzD5ZUF,0.387,0.659,3.0,-6.492,146.048,12
Coldplay,Amazing Day,6w3eoWrKcR4x41uG3cwGNF,0.451,0.636,5.0,-5.796,97.041,12
Coldplay,Colour Spectrum,2vlTT7d7yovhBMgcsUrONg,0.348,0.166,11.0,-20.349,123.58,9
Coldplay,Up&Up,2qQG5RmzKvQz8l3JTxSv47,0.479,0.717,7.0,-5.459,163.989,15
Coldplay,Adventure of a Lifetime - Matoma Remix,3RateSD2PJ9fGZzHnRmIAT,0.651,0.771,9.0,-6.541,112.015,17
Coldplay,Hymn for the Weekend - Seeb Remix,1OAiWI2oPmglaOiv9fdioU,0.564,0.849,0.0,-3.516,102.028,39
Coldplay,Up&Up - Freedo Remix,5QOpPsNwbi3IfUH0TffBpn,0.806,0.657,7.0,-5.947,97.986,13
Coldplay,"Magic - Live at the Enmore Theatre, Sydney; 2016 Remaster",28EbC4MoqVr1LsIGDAaIjO,0.557,0.542,9.0,-8.945,93.312,11
Coldplay,"Clocks - Live at the Enmore Theatre, Sydney",1eGZMzDf7gSOSvFkprCYFa,0.493,0.864,5.0,-4.613,130.983,13
Coldplay,"Viva La Vida - Live at the Enmore Theatre, Sydney",28u0nvCV0qA8VlGA8C4ZAi,0.443,0.942,5.0,-4.136,137.986,14
Coldplay,"Oceans - Live at the Enmore Theatre, Sydney",1fRJH6eT6ZsYCCc74YenIv,0.384,0.414,11.0,-9.223,74.978,9
Coldplay,"A Sky Full of Stars - Live at the Enmore Theatre, Sydney",0mIkdGHjYDvwlWS9BIhhs2,0.236,0.825,6.0,-5.273,124.938,13
Coldplay,"Always in My Head - Live at the Royal Albert Hall, London",0zM6Zj4Iao1tJFHWc2PsrL,0.476,0.698,2.0,-8.451,97.497,42
Coldplay,"Magic - Live at the Enmore Theatre, Sydney",3bVwuZb0nYvAMn3roElQnY,0.5,0.502,6.0,-11.775,93.361,48
Coldplay,"Ink - Live at Le Casino De Paris, Paris",29G1awyCr8RHz9EsTwqC6P,0.584,0.735,6.0,-7.147,112.025,43
Coldplay,"True Love - Live at the Enmore Theatre, Sydney",4KmOOVu1sdBLKJbfEm4p1X,0.463,0.758,11.0,-7.939,120.03,40
Coldplay,"Midnight - Live at the Royal Albert Hall, London",5lsz74yVLAvt3anpHZHCTS,0.459,0.574,1.0,-10.416,126.987,40
Coldplay,"Another's Arms - Live at the Beacon Theatre, New York",79fUOcp3p5YCkBD6ILl6Tz,0.509,0.722,8.0,-8.088,80.008,39
Coldplay,"Oceans - Live at E-Werk, Cologne",2OKnY0cqro0qsOijOondrr,0.363,0.426,11.0,-11.428,75.201,38
Coldplay,"A Sky Full of Stars - Live at the Royal Albert Hall, London",2WXTF0qgKbczC2O8VymeLO,0.467,0.765,6.0,-7.846,125.013,58
Coldplay,"O - Live at Royce Hall, Los Angeles",1ZAcQoFIdhYdKx8FaR4c3t,0.308,0.364,7.0,-12.183,135.975,40
Coldplay,Always in My Head,0FMjqbY3aWo1QDbo3GwXib,0.495,0.502,5.0,-9.307,97.546,66
Coldplay,Magic,23khhseCLQqVMCIT1WMAns,0.738,0.482,6.0,-8.917,93.457,74
Coldplay,Ink,6c6W25YoDGjTq3qSPOga5t,0.688,0.705,6.0,-7.311,112.019,62
Coldplay,True Love,0fQuzbQNLcD1ofo7B2NcFI,0.482,0.573,11.0,-7.966,119.991,57
Coldplay,Midnight,4GKk1uNzpxIptBuaY97Dkj,0.548,0.475,1.0,-12.42,126.974,65
Coldplay,Another's Arms,22uzF19LxQW87kOVkR79Fq,0.516,0.572,8.0,-9.037,160.023,53
Coldplay,Oceans,2u4uhtETtcULnkBfFHSnDX,0.194,0.132,11.0,-15.783,74.845,52
Coldplay,A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,0.545,0.675,6.0,-6.474,124.97,85
Coldplay,O,77yuzxCS3csrgTPSW0pvyk,0.371,0.216,10.0,-14.727,136.998,62
Coldplay,Mylo Xyloto - Live,0ejLFn10FIMPNSwCmIviyR,0.0714,0.881,3.0,-7.189,177.309,40
Coldplay,Hurts Like Heaven - Live,1mw50a4DGRhkdMX7nOoLE4,0.398,0.918,10.0,-6.944,89.992,42
Coldplay,In My Place - Live 2012,5OOloRWmvXZG3aQaeWjDNN,0.349,0.729,9.0,-7.059,144.785,46
Coldplay,Major Minus - Live,4WyX6hwqB1forx046ilrg2,0.226,0.869,4.0,-7.091,113.717,39
Coldplay,Yellow - Live,58MrV6J9oS46ViY1N6gTJX,0.253,0.689,11.0,-7.82,93.919,51
Coldplay,God Put a Smile upon Your Face - Live,7nyK4SxiizwxDRr4V2JJaF,0.156,0.751,8.0,-6.848,138.071,40
Coldplay,Princess of China - Live,0t1nm5TmszvLLVAOLiOrH8,0.391,0.904,9.0,-5.786,85.027,41
Coldplay,Up in Flames - Live,7cmWfBUtzV8DQTw47nA5OD,0.546,0.53,0.0,-8.064,76.023,38
Coldplay,Viva La Vida - Live,5ZV67iTfNpW3ueMCELLiSX,0.452,0.821,5.0,-6.828,137.965,57
Coldplay,Charlie Brown - Live,1u0LrLPnIfVeHOzFfye3Lf,0.35,0.863,10.0,-6.628,137.92,46
Coldplay,Paradise - Live,1lWLwMV3peo5fJp5hHRCHS,0.332,0.801,5.0,-7.622,139.791,53
Coldplay,Us Against the World - Live,6i8gAfT84lsvS8R7ggDZKe,0.154,0.623,0.0,-8.428,76.873,40
Coldplay,Clocks - Live,7LIQNY8P7ZGxilKVX88MF1,0.451,0.908,5.0,-6.386,131.011,48
Coldplay,Fix You - Live,6L0uCWhXyBNncoDgfEvK1R,0.165,0.551,3.0,-7.62,140.52,54
Coldplay,Every Teardrop Is a Waterfall - Live,3nbAuEdSqBVF5m2QwVYlzR,0.25,0.971,2.0,-7.516,118.206,43
Coldplay,Mylo Xyloto,3vCzHYgSjMuGjFMfJSCx4c,0.151,0.389,3.0,-12.798,100.707,53
Coldplay,Hurts Like Heaven,6WF4hzdGXvXd1joERSXJjm,0.418,0.773,10.0,-6.187,89.961,58
Coldplay,Paradise,6nek1Nin9q48AVZcWs9e9D,0.449,0.585,5.0,-6.761,139.631,84
Coldplay,Charlie Brown,1yqMgZNrevsWMLWfO2PRp5,0.43,0.74,10.0,-7.072,137.978,71
Coldplay,Us Against the World,5zyfzNnBzN7f7PVkJFnW2g,0.507,0.304,0.0,-11.096,112.371,57
Coldplay,M.M.I.X.,5Y7ztPw93VbAle55brM0jo,0.174,0.0613,2.0,-29.286,126.857,45
Coldplay,Every Teardrop Is a Waterfall,2U8g9wVcUu9wsg6i7sFSv8,0.425,0.732,9.0,-6.883,117.98,72
Coldplay,Major Minus,6maXBs9zUY48m1UNHgTeRC,0.445,0.669,4.0,-5.232,115.416,48
Coldplay,U.F.O.,6BbIybrP84Tp99DLJg1cq3,0.216,0.395,7.0,-11.791,83.697,48
Coldplay,Princess of China,4HXOBjwv2RnLpGG4xWOO6N,0.42,0.69,9.0,-6.221,85.014,71
Coldplay,Up in Flames,06t6JWrU05BxaKPtct2P2n,0.641,0.244,10.0,-11.051,76.006,50
Coldplay,A Hopeful Transmission,6n1x3DYFDpRau83XsI32NU,0.441,0.26,11.0,-20.424,116.949,45
Coldplay,Don't Let It Break Your Heart,69ho6gqRw1Rjy56tXlvnqk,0.41,0.751,8.0,-7.903,140.047,50
Coldplay,Up with the Birds,5lIFsEWj9IjNEALbHnPosE,0.365,0.483,2.0,-7.876,120.039,47
Coldplay,Mylo Xyloto,37yP10klpscyHDmoAOmic9,0.151,0.389,3.0,-12.798,100.707,12
Coldplay,Hurts Like Heaven,58u2qU090CXfPLzuJMTaLP,0.418,0.773,10.0,-6.187,89.961,16
Coldplay,Paradise,0s0QstFpBjzpiANqoxBkJR,0.449,0.585,5.0,-6.761,139.631,35
Coldplay,Charlie Brown,2UwKDyEyCj4IYvWrRxX7Dk,0.43,0.74,10.0,-7.072,137.978,20
Coldplay,Us Against the World,5V3kzEnxId59xhsSHC5XPr,0.507,0.304,0.0,-11.096,112.371,14
Coldplay,M.M.I.X.,3DFFLiHvtubjN2mXcJ2IT9,0.174,0.0613,2.0,-29.286,126.857,9
Coldplay,Every Teardrop Is a Waterfall,3hJQM4DBxGJApnnyKsaWKy,0.425,0.732,9.0,-6.883,117.98,20
Coldplay,Major Minus,7JrU5XPtmEw667OSnOcX3V,0.445,0.669,4.0,-5.232,115.416,12
Coldplay,U.F.O.,60uvK8O8CMjAhlvMMfCi3P,0.216,0.395,7.0,-11.791,83.697,10
Coldplay,Princess of China,67Jkx4WJZ0ZbDhld0COOri,0.42,0.69,9.0,-6.221,85.014,21
Coldplay,Up in Flames,74KFocpycEK1A1u5iktfaX,0.641,0.244,10.0,-11.051,76.006,12
Coldplay,A Hopeful Transmission,4nNYJmZnMd1q2EOj8rYWGX,0.441,0.26,11.0,-20.424,116.949,9
Coldplay,Don't Let It Break Your Heart,1Bu8G7BaPI1StL8qb8tkSP,0.41,0.751,8.0,-7.903,140.047,12
Coldplay,Up with the Birds,3DkTax8mKUpYAvYeS7zG6X,0.365,0.483,2.0,-7.876,120.039,10
Coldplay,Mylo Xyloto,40KPlY6AR5Kcs82WyhBuxb,0.151,0.389,3.0,-12.798,100.707,10
Coldplay,Hurts Like Heaven,62dM9VkkGA3ZOPQgUdB4YD,0.418,0.773,10.0,-6.187,89.961,16
Coldplay,Paradise,7wBrglFVTNCcW6IhdgBkm1,0.449,0.585,5.0,-6.761,139.631,42
Coldplay,Charlie Brown,0x5CxIxVZUxwOQbwiVLS6J,0.43,0.74,10.0,-7.072,137.978,30
Coldplay,Us Against the World,1lxzBK93CioCcSndzuTGyn,0.507,0.304,0.0,-11.096,112.371,17
Coldplay,M.M.I.X.,3xGve8q7Kbf7NIsCWac1KH,0.174,0.0613,2.0,-29.286,126.857,7
Coldplay,Every Teardrop Is a Waterfall,6lpWMtQoGqQyEZuyIwhbkO,0.425,0.732,9.0,-6.883,117.98,35
Coldplay,Major Minus,4M8hFv7sHv6MunxquZSQxV,0.445,0.669,4.0,-5.232,115.416,10
Coldplay,U.F.O.,7y9dOOkTIQJhii7DOGdA2Z,0.216,0.395,7.0,-11.791,83.697,10
Coldplay,Princess of China,7xMmjUm5gb3q9g4q2bPfxm,0.42,0.69,9.0,-6.221,85.014,32
Coldplay,Up in Flames,0ONbOFn8yVNyycjJ9HTZBB,0.641,0.244,10.0,-11.051,76.006,10
Coldplay,A Hopeful Transmission,3Ai6ko6Fd4xoabzLADfXhc,0.441,0.26,11.0,-20.424,116.949,7
Coldplay,Don't Let It Break Your Heart,1GLMK5OpTKnEaAjda3gAH8,0.41,0.751,8.0,-7.903,140.047,12
Coldplay,Up with the Birds,0yPgfcnScT8srXav4sH20d,0.365,0.483,2.0,-7.876,120.039,8
Coldplay,"Charlie Brown - Live from Glastonbury, 2011",1YclPr5rN4OUAcZARA30ya,0.409,0.806,10.0,-6.786,137.953,5
Coldplay,"Life Is for Living - Live from Glastonbury, 2011",6tphqUaGlu5GSMfrAO7ytk,0.245,0.518,10.0,-6.955,79.98,4
Coldplay,"Every Teardrop Is a Waterfall - Live from Glastonbury, 2011",404ZFyL4DIY5lqxAGakJeb,0.311,0.861,2.0,-5.609,118.053,5
Coldplay,"Glass of Water - Live in Sydney, 2009",6MR1HlTg8ARX1MqntlbDpr,0.151,0.713,2.0,-7.686,155.21,32
Coldplay,"42 - Live in Madrid, 2008",49UkdEi78uZGqQz4rWpkim,0.26,0.722,1.0,-7.881,141.594,31
Coldplay,"Clocks - Live in Madrid, 2008",2jo5mWVDLwBES6O7Xz58PD,0.471,0.867,5.0,-6.832,130.981,37
